Id,V,F,D,G,Ra
7183,88.79,0.06,1.0,16.23,11.6507
7184,199.49,0.26,1.5,56.63,46.10203
7185,119.69,0.16,1.0,17.32,16.487902
7186,57.95,0.52,1.0,55.998999999999995,83.93852
7187,57.95,0.06,1.5,54.13,32.41578
7188,191.95,0.29,1.5,13.44,27.731054
7189,88.79,0.52,0.5,53.498999999999995,81.53653
7190,199.49,0.52,1.5,8.751,61.906376
7191,115.17,0.29,1.5,61.89,52.01966
7192,199.49,0.4,0.5,55.72,60.913124
7193,53.44,0.32,1.5,13.23,31.35897
7194,53.44,0.16,1.0,51.2,33.517315
7195,129.12,0.06,0.5,17.99,11.434568
7196,75.7,0.29,1.0,40.11,39.38673
7197,106.88,0.32,0.5,59.58,51.60149
7198,59.85,0.16,0.5,8.751,11.166756
7199,84.78,0.23,1.0,16.8,21.600403
7200,57.95,0.52,1.0,28.3,70.07542
7201,191.95,0.16,0.5,14.34,13.88237
7202,178.13,0.29,1.0,51.152,44.842327
7203,115.17,0.29,1.5,16.8,29.463156
7204,57.95,0.23,1.0,51.5,39.007156
7205,106.88,0.16,1.5,9.497,14.324535
7206,178.13,0.16,0.5,13.23,13.342752
7207,59.85,0.4,1.0,51.152,59.83497
7208,178.13,0.52,1.0,13.44,62.503773
7209,81.58,0.29,1.0,12.6,25.621424
7210,88.79,0.4,0.5,62.68,64.46562
7211,84.78,0.32,0.5,54.26,48.95802
7212,199.49,0.2,1.0,56.63,38.913616
7213,53.44,0.4,0.5,44.4,55.412876
7214,75.44,0.16,0.5,8.809,11.169594
7215,115.17,0.2,1.5,55.72,40.288193
7216,129.12,0.23,1.0,51.22,38.782124
7217,59.85,0.23,0.5,51.18,37.7687
7218,115.17,0.23,0.5,11.79,18.003584
7219,57.95,0.52,1.5,39.78,77.587074
7220,75.7,0.16,1.0,53.498999999999995,34.61062
7221,199.49,0.29,0.5,57.4,46.88392
7222,115.17,0.16,1.0,62.19,38.929966
7223,57.95,0.16,1.0,14.45,15.117153
7224,115.17,0.16,1.0,53.498999999999995,34.583694
7225,88.79,0.29,1.0,53.498999999999995,46.07554
7226,84.78,0.4,1.5,12.09,42.01123
7227,178.13,0.32,1.0,19.958,32.82599
7228,178.13,0.4,0.5,53.5,59.817596
7229,53.44,0.4,1.0,62.19,65.3791
7230,88.79,0.06,0.5,8.809,6.8858576
7231,57.95,0.32,1.0,62.83,54.370872
7232,75.44,0.4,1.0,28.3,48.358047
7233,75.44,0.26,1.0,11.79,21.991722
7234,57.95,0.06,1.0,12.09,9.642847
7235,75.7,0.29,0.5,57.4,46.965927
7236,178.13,0.16,0.5,75.52,44.48258
7237,84.78,0.06,1.0,59.58,33.314083
7238,199.49,0.23,1.5,13.54,21.652607
7239,75.7,0.2,0.5,19.96,19.586622
7240,81.58,0.26,0.5,14.34,22.193628
7241,59.85,0.4,1.0,13.12,40.81675
7242,178.13,0.4,0.5,53.498999999999995,59.8171
7243,178.13,0.29,0.5,9.497,22.935198
7244,75.7,0.4,0.5,14.34,40.31089
7245,129.12,0.2,1.5,38.102,31.461193
7246,106.88,0.29,0.5,17.24,26.856209
7247,75.44,0.29,1.0,54.26,46.465046
7248,191.95,0.16,1.0,14.52,15.028227
7249,129.12,0.32,1.0,9.497,27.631674
7250,59.85,0.4,0.5,12.6,39.48654
7251,75.44,0.2,1.0,28.3,24.830547
7252,115.17,0.29,1.0,13.44,26.0194
7253,129.12,0.2,1.5,55.72,40.27765
7254,57.95,0.4,0.5,62.83,64.611725
7255,81.58,0.32,1.5,12.09,30.719873
7256,81.58,0.29,1.5,13.12,27.644613
7257,81.58,0.16,0.5,50.41,31.992382
7258,119.69,0.23,1.0,56.95,41.654114
7259,178.13,0.2,1.0,51.18,36.20249
7260,57.95,0.23,1.5,53.48,41.76474
7261,57.95,0.16,0.5,56.63,35.145653
7262,75.7,0.52,1.0,54.26,83.001755
7263,178.13,0.06,1.5,51.18,30.82836
7264,191.95,0.06,1.0,11.86,9.401196
7265,53.44,0.29,0.5,52.28,44.474907
7266,81.58,0.16,1.5,53.5,36.372917
7267,75.44,0.32,1.5,55.72,52.524715
7268,178.13,0.06,1.5,14.45,12.4501705
7269,59.85,0.32,1.0,38.102,42.00357
7270,129.12,0.2,1.0,13.54,17.404303
7271,199.49,0.32,1.0,14.34,30.004875
7272,57.95,0.29,1.5,18.4,30.33776
7273,75.44,0.52,1.5,64.54,89.91452
7274,129.12,0.32,1.5,13.54,31.412731
7275,53.44,0.29,1.0,62.83,50.825447
7276,81.58,0.26,0.5,77.2,53.632538
7277,75.7,0.2,0.5,62.83,41.038452
7278,106.88,0.2,0.5,61.89,40.54472
7279,84.78,0.06,1.5,38.102,24.356413
7280,75.44,0.2,0.5,53.44,36.340187
7281,129.12,0.32,1.5,13.45,31.36776
7282,199.49,0.2,0.5,8.751,13.884607
7283,106.88,0.32,0.5,13.45,28.553066
7284,199.49,0.06,1.0,24.881999999999998,15.907545
7285,57.95,0.16,0.5,8.751,11.176853
7286,75.44,0.52,1.0,53.44,82.59232
7287,84.78,0.32,1.5,15.6,32.471596
7288,191.95,0.2,0.5,51.5,35.281834
7289,191.95,0.06,1.5,53.44,31.94835
7290,84.78,0.06,1.0,53.48,30.266827
7291,84.78,0.2,1.0,64.54,42.957443
7292,178.13,0.32,1.5,53.44,51.31705
7293,178.13,0.52,1.0,51.152,81.37119
7294,59.85,0.06,1.0,8.751,7.9579825
7295,88.79,0.32,0.5,13.12,28.400156
7296,129.12,0.29,1.5,53.48,47.803207
7297,178.13,0.32,1.5,53.5,51.34703
7298,178.13,0.29,0.5,13.29,24.832815
7299,75.7,0.06,1.5,70.09,40.34291
7300,106.88,0.32,1.0,17.32,31.555079
7301,115.17,0.52,1.0,17.99,64.82316
7302,57.95,0.2,1.0,53.48,37.4759
7303,115.17,0.4,0.5,42.96,54.590797
7304,199.49,0.23,0.5,9.497,16.796944
7305,115.17,0.29,0.5,19.96,28.21145
7306,178.13,0.16,0.5,14.51,13.975405
7307,75.44,0.16,1.5,51.19,35.221855
7308,81.58,0.29,1.0,62.83,50.74789
7309,119.69,0.2,1.5,16.8,20.808117
7310,57.95,0.06,1.0,41.28,24.213379
7311,53.44,0.4,1.5,75.52,73.81056
7312,119.69,0.06,1.0,9.497,8.271679
7313,178.13,0.26,0.5,54.26,42.09634
7314,84.78,0.52,0.5,14.52,62.037964
7315,106.88,0.06,1.0,9.497,8.280368
7316,115.17,0.26,1.5,54.26,44.97238
7317,81.58,0.06,0.5,24.881999999999998,14.926973
7318,199.49,0.2,1.0,51.2,36.19644
7319,75.7,0.32,1.5,50.41,49.871277
7320,59.85,0.32,0.5,42.96,43.362072
7321,115.17,0.16,1.0,42.96,29.313253
7322,57.95,0.29,1.0,16.23,27.48739
7323,115.17,0.23,0.5,63.88,44.0532
7324,75.7,0.4,0.5,63.36,64.81422
7325,88.79,0.32,1.5,61.89,55.599983
7326,88.79,0.26,1.5,19.96,27.834146
7327,59.85,0.26,1.0,13.45,22.855352
7328,75.7,0.26,0.5,66.31,48.190052
7329,84.78,0.2,1.5,51.2,38.049393
7330,75.44,0.06,0.5,51.2,28.06515
7331,57.95,0.2,1.0,12.09,16.755981
7332,84.78,0.16,1.5,77.2,48.219807
7333,57.95,0.52,0.5,50.41,80.07012
7334,199.49,0.16,0.5,51.18,32.297016
7335,53.44,0.52,1.5,54.13,84.78649
7336,129.12,0.26,1.0,16.8,24.46248
7337,53.44,0.23,0.5,51.22,37.814205
7338,129.12,0.26,1.0,13.54,22.831835
7339,84.78,0.23,0.5,53.498999999999995,38.883713
7340,57.95,0.52,1.5,13.29,64.328186
7341,115.17,0.26,1.0,75.52,53.8397
7342,129.12,0.29,1.0,17.99,28.28642
7343,191.95,0.4,0.5,44.4,55.259666
7344,81.58,0.16,1.0,66.31,41.01324
7345,191.95,0.06,0.5,13.45,9.127636
7346,178.13,0.26,1.0,12.09,22.074373
7347,115.17,0.16,1.5,54.13,36.66493
7348,81.58,0.32,1.5,13.45,31.39943
7349,75.44,0.23,1.5,53.5,41.725986
7350,75.7,0.32,0.5,8.809,26.254866
7351,119.69,0.16,1.0,54.11,34.88616
7352,129.12,0.2,1.0,77.2,49.2583
7353,57.95,0.32,1.0,52.28,49.097588
7354,81.58,0.26,1.5,54.11,44.919556
7355,75.44,0.23,0.5,61.89,43.086273
7356,178.13,0.26,1.0,51.19,41.630375
7357,53.44,0.06,0.5,61.89,33.474087
7358,75.44,0.06,0.5,13.45,9.206674
7359,75.44,0.4,1.0,28.3,48.358047
7360,81.58,0.06,1.5,57.4,34.00147
7361,88.79,0.26,1.0,52.28,42.234142
7362,84.78,0.26,1.0,63.88,48.038208
7363,59.85,0.52,1.5,53.5,84.44714
7364,115.17,0.26,1.0,63.88,48.01826
7365,75.44,0.06,0.5,52.28,28.60485
7366,199.49,0.52,1.5,75.52,95.31328
7367,57.95,0.2,1.0,17.32,19.374128
7368,199.49,0.29,0.5,8.809,22.576838
7369,119.69,0.52,1.5,10.94,63.056484
7370,191.95,0.4,0.5,14.52,40.323734
7371,129.12,0.23,0.5,54.11,39.157795
7372,84.78,0.29,0.5,12.6,24.549494
7373,199.49,0.2,0.5,44.4,31.723331
7374,59.85,0.29,1.5,51.22,46.75528
7375,84.78,0.26,1.0,13.54,22.860939
7376,191.95,0.32,1.5,13.29,31.245958
7377,191.95,0.32,0.5,61.89,52.699974
7378,106.88,0.32,1.5,61.89,55.588943
7379,106.88,0.06,1.5,77.2,43.87234
7380,75.44,0.4,0.5,51.152,58.712048
7381,59.85,0.16,0.5,51.19,32.416744
7382,191.95,0.26,1.5,53.44,44.51152
7383,191.95,0.52,0.5,63.88,86.6597
7384,191.95,0.4,0.5,53.44,59.77843
7385,115.17,0.16,1.0,56.95,36.309494
7386,81.58,0.2,1.0,13.44,17.39
7387,178.13,0.26,0.5,28.3,29.11302
7388,119.69,0.26,1.0,11.79,21.962677
7389,57.95,0.32,1.0,63.36,54.63578
7390,84.78,0.16,1.0,62.19,38.950695
7391,119.69,0.16,0.5,40.11,26.815475
7392,53.44,0.06,0.5,14.45,9.777591
7393,119.69,0.26,1.5,53.5,44.58928
7394,53.44,0.52,1.5,10.94,63.168846
7395,115.17,0.2,1.5,66.31,45.58703
7396,119.69,0.2,1.5,14.34,19.577055
7397,119.69,0.06,1.5,53.48,32.017754
7398,178.13,0.4,1.5,54.26,63.02952
7399,57.95,0.52,1.5,8.751,62.05631
7400,119.69,0.06,1.5,28.3,19.433907
7401,129.12,0.26,1.5,15.6,25.62648
7402,115.17,0.26,1.5,19.96,27.81671
7403,115.17,0.29,0.5,62.83,49.655983
7404,53.44,0.2,1.5,63.88,44.46819
7405,88.79,0.23,1.5,13.45,21.686676
7406,59.85,0.52,1.0,9.497,60.657566
7407,88.79,0.23,1.5,53.48,41.70645
7408,59.85,0.16,0.5,51.22,32.43175
7409,84.78,0.26,0.5,77.2,53.63044
7410,119.69,0.26,1.5,17.24,26.453094
7411,75.7,0.2,1.5,51.2,38.05626
7412,129.12,0.32,1.0,44.4,45.07063
7413,75.44,0.52,1.5,40.11,77.68673
7414,75.44,0.29,1.5,11.86,27.018297
7415,75.44,0.2,1.5,50.41,37.66111
7416,191.95,0.23,0.5,56.63,40.373356
7417,57.95,0.26,1.5,10.94,23.372366
7418,57.95,0.29,1.0,44.4,41.584473
7419,84.78,0.52,1.5,59.58,87.416824
7420,84.78,0.16,1.0,53.44,34.574917
7421,53.44,0.32,1.5,8.809,29.149044
7422,57.95,0.23,0.5,55.72,40.04741
7423,75.7,0.4,0.5,24.881999999999998,45.580452
7424,75.7,0.29,1.0,53.498999999999995,46.08421
7425,84.78,0.26,1.0,54.11,43.152
7426,129.12,0.52,0.5,17.32,63.408524
7427,178.13,0.23,0.5,13.54,18.834103
7428,199.49,0.32,1.5,63.88,56.52937
7429,119.69,0.23,0.5,75.52,49.8706
7430,59.85,0.2,1.0,12.6,17.003613
7431,88.79,0.32,1.0,10.78,28.299398
7432,53.44,0.52,0.5,56.63,83.20005
7433,199.49,0.4,1.5,44.4,58.086273
7434,178.13,0.23,0.5,59.378,41.7573
7435,75.7,0.23,1.5,77.2,53.577824
7436,57.95,0.26,1.5,17.24,26.525063
7437,53.44,0.2,0.5,54.11,36.737755
7438,119.69,0.26,0.5,14.34,22.16861
7439,178.13,0.4,1.0,63.88,66.075066
7440,191.95,0.29,1.5,28.3,35.16488
7441,199.49,0.29,1.0,53.48,45.99269
7442,53.44,0.32,0.5,55.998999999999995,49.904167
7443,119.69,0.32,1.0,55.72,50.7328
7444,75.7,0.32,1.0,11.86,28.847673
7445,129.12,0.26,1.0,19.958,26.042109
7446,53.44,0.06,0.5,13.29,9.198528
7447,75.44,0.16,1.5,59.58,39.417873
7448,88.79,0.16,0.5,17.24,15.41115
7449,88.79,0.26,1.5,59.58,47.65065
7450,59.85,0.29,0.5,50.41,43.513416
7451,119.69,0.26,1.0,53.48,42.814014
7452,129.12,0.16,1.0,13.12,14.377226
7453,129.12,0.23,0.5,53.498999999999995,38.852264
7454,119.69,0.29,1.5,14.34,28.229513
7455,84.78,0.16,0.5,54.13,33.850533
7456,57.95,0.06,0.5,16.23,10.640599
7457,178.13,0.16,1.5,56.63,37.871994
7458,178.13,0.16,1.5,11.79,15.439997
7459,178.13,0.26,1.5,38.102,36.849255
7460,57.95,0.2,1.5,55.72,40.36535
7461,129.12,0.26,1.5,54.11,44.888138
7462,191.95,0.29,1.0,14.34,26.418764
7463,75.7,0.23,1.0,16.8,21.606848
7464,84.78,0.4,0.5,77.2,71.7263
7465,199.49,0.4,1.5,53.498999999999995,62.63483
7466,119.69,0.52,1.5,13.54,64.35735
7467,84.78,0.06,1.0,70.09,38.562447
7468,57.95,0.29,0.5,13.23,24.914715
7469,115.17,0.29,0.5,13.54,24.999624
7470,88.79,0.52,1.0,42.96,77.33374
7471,84.78,0.16,1.5,13.12,16.175814
7472,129.12,0.16,1.0,62.68,39.16549
7473,88.79,0.23,1.0,51.152,38.776726
7474,129.12,0.2,0.5,13.45,16.288866
7475,115.17,0.52,0.5,16.23,62.87271
7476,191.95,0.26,0.5,19.958,24.931293
7477,178.13,0.23,1.0,16.23,21.249065
7478,75.7,0.29,1.5,56.63,49.414646
7479,59.85,0.52,1.5,17.99,66.67353
7480,119.69,0.26,1.5,13.29,24.477179
7481,178.13,0.32,1.5,50.41,49.80304
7482,129.12,0.06,0.5,40.11,22.486727
7483,84.78,0.32,0.5,51.5,47.579018
7484,129.12,0.29,0.5,77.2,56.834938
7485,119.69,0.2,1.5,55.72,40.284775
7486,199.49,0.29,1.0,63.36,50.934887
7487,119.69,0.16,1.0,54.13,34.89616
7488,81.58,0.32,1.0,11.86,28.843782
7489,191.95,0.52,0.5,13.23,61.319363
7490,199.49,0.32,1.0,13.12,29.395311
7491,106.88,0.2,1.0,14.34,17.821342
7492,59.85,0.52,0.5,14.34,62.010284
7493,84.78,0.29,1.5,61.89,52.03993
7494,199.49,0.23,1.5,14.45,22.10775
7495,53.44,0.2,1.0,10.78,16.118416
7496,81.58,0.52,0.5,13.45,61.50483
7497,88.79,0.23,1.5,54.13,42.03151
7498,199.49,0.2,1.0,55.998999999999995,38.59786
7499,53.44,0.32,0.5,15.6,29.711233
7500,106.88,0.06,1.0,59.378,33.198193
7501,88.79,0.52,0.5,13.54,61.54493
7502,119.69,0.32,0.5,10.78,27.21055
7503,84.78,0.2,0.5,28.66,23.933271
7504,199.49,0.2,0.5,59.58,39.319393
7505,88.79,0.32,1.5,28.3,38.81478
7506,115.17,0.32,1.0,51.18,48.467426
7507,75.44,0.16,0.5,28.66,21.119646
7508,59.85,0.32,0.5,16.23,30.001415
7509,75.44,0.4,1.0,19.96,44.18918
7510,53.44,0.2,0.5,12.09,15.702459
7511,75.7,0.06,1.0,50.41,28.738846
7512,129.12,0.2,1.5,51.18,38.00585
7513,106.88,0.06,1.0,19.83,13.433916
7514,119.69,0.2,1.0,40.11,30.707003
7515,88.79,0.4,0.5,8.751,37.508465
7516,115.17,0.23,0.5,63.88,44.0532
7517,75.7,0.26,1.5,17.24,26.482166
7518,115.17,0.2,1.0,51.152,36.23581
7519,119.69,0.06,1.5,17.32,13.921963
7520,59.85,0.06,0.5,51.152,28.067766
7521,75.44,0.32,1.5,70.09,59.71609
7522,84.78,0.4,1.5,56.95,64.43659
7523,57.95,0.16,1.0,28.3,22.043327
7524,178.13,0.32,1.5,11.79,30.505655
7525,75.7,0.4,1.5,55.72,63.827785
7526,199.49,0.16,1.0,16.23,15.888365
7527,75.7,0.26,1.5,54.11,44.92344
7528,106.88,0.29,0.5,17.24,26.856209
7529,178.13,0.29,0.5,19.96,28.16974
7530,119.69,0.06,0.5,53.498999999999995,29.183933
7531,119.69,0.06,1.5,59.58,35.064114
7532,191.95,0.32,1.0,10.78,28.231138
7533,115.17,0.23,0.5,40.11,32.16695
7534,115.17,0.29,0.5,12.09,24.274199
7535,199.49,0.16,0.5,54.13,33.772274
7536,119.69,0.2,1.0,77.2,49.265385
7537,178.13,0.29,1.5,15.6,28.820858
7538,57.95,0.32,1.0,13.29,29.608927
7539,81.58,0.23,1.0,17.24,21.822727
7540,191.95,0.23,1.0,59.378,42.81698
7541,129.12,0.2,0.5,63.88,41.52367
7542,106.88,0.06,0.5,55.998999999999995,30.44195
7543,57.95,0.16,1.0,39.78,27.786598
7544,119.69,0.16,1.5,59.58,39.38749
7545,106.88,0.26,1.5,13.29,24.485645
7546,57.95,0.26,1.5,55.72,45.77913
7547,115.17,0.29,1.0,19.96,29.2811
7548,75.7,0.23,0.5,75.52,49.90181
7549,178.13,0.06,0.5,41.28,23.03809
7550,88.79,0.29,1.5,14.45,28.305151
7551,115.17,0.52,0.5,17.99,63.75325
7552,88.79,0.2,1.0,19.958,20.646183
7553,53.44,0.4,1.0,57.4,62.983818
7554,129.12,0.4,1.0,13.29,40.819473
7555,106.88,0.06,0.5,53.498999999999995,29.19264
7556,178.13,0.16,1.0,13.453,14.509861
7557,115.17,0.16,0.5,28.3,20.91251
7558,84.78,0.32,1.5,56.95,53.133087
7559,106.88,0.2,1.0,62.68,42.010235
7560,199.49,0.16,0.5,38.102,25.756855
7561,75.44,0.52,1.5,11.86,63.547215
7562,75.44,0.06,1.5,51.152,30.884636
7563,81.58,0.4,0.5,51.2,58.731968
7564,191.95,0.26,1.0,59.378,45.716316
7565,106.88,0.32,1.0,41.28,43.526466
7566,199.49,0.2,1.0,10.94,16.050365
7567,178.13,0.52,1.5,53.498999999999995,84.31009
7568,191.95,0.52,1.5,9.497,62.28481
7569,119.69,0.32,0.5,28.3,35.964256
7570,59.85,0.26,0.5,13.54,21.829514
7571,199.49,0.16,1.5,17.99,18.532633
7572,129.12,0.26,1.5,54.11,44.888138
7573,75.7,0.52,0.5,51.2,80.39909
7574,53.44,0.26,1.0,19.96,26.13755
7575,88.79,0.32,1.0,51.2,48.494873
7576,106.88,0.26,1.5,44.4,40.046318
7577,75.7,0.52,1.0,39.78,75.75464
7578,53.44,0.06,0.5,53.44,29.249924
7579,178.13,0.16,1.5,19.958,19.53154
7580,59.85,0.2,1.0,55.998999999999995,38.729237
7581,191.95,0.2,0.5,38.102,28.57748
7582,178.13,0.06,0.5,12.6,8.713078
7583,191.95,0.26,1.0,51.18,41.616306
7584,75.7,0.32,1.5,51.152,50.242035
7585,59.85,0.32,1.0,54.13,50.014957
7586,53.44,0.4,1.5,28.3,50.19626
7587,88.79,0.52,1.5,44.4,79.818954
7588,106.88,0.26,1.5,55.998999999999995,45.847626
7589,191.95,0.06,0.5,13.44,9.122649
7590,81.58,0.16,1.5,13.44,16.338047
7591,75.7,0.4,0.5,15.6,40.940716
7592,106.88,0.29,1.5,50.41,46.28226
7593,59.85,0.4,1.0,24.881999999999998,46.698437
7594,57.95,0.4,1.0,13.29,40.909016
7595,191.95,0.26,0.5,10.78,20.34047
7596,119.69,0.29,0.5,10.94,23.695866
7597,59.85,0.26,0.5,16.23,23.175573
7598,106.88,0.29,1.0,10.94,24.77416
7599,81.58,0.32,1.0,11.79,28.808807
7600,178.13,0.23,0.5,53.498999999999995,38.817493
7601,106.88,0.23,1.5,13.12,21.508701
7602,75.44,0.26,1.5,51.5,43.6182
7603,199.49,0.23,1.0,51.2,38.722206
7604,129.12,0.52,0.5,8.751,59.12143
7605,53.44,0.16,1.0,12.6,14.215519
7606,88.79,0.26,0.5,55.998999999999995,43.02469
7607,59.85,0.29,0.5,77.2,56.919888
7608,106.88,0.23,0.5,53.44,38.83853
7609,84.78,0.06,1.0,14.34,10.710791
7610,106.88,0.4,1.0,13.54,40.959194
7611,129.12,0.29,1.0,17.99,28.28642
7612,178.13,0.52,0.5,53.5,81.47599
7613,88.79,0.2,1.0,50.41,35.884342
7614,191.95,0.2,1.5,53.498999999999995,39.118843
7615,115.17,0.2,0.5,53.5,36.34035
7616,59.85,0.23,1.5,53.5,41.767178
7617,75.44,0.2,1.5,59.58,42.249615
7618,115.17,0.26,1.0,57.4,44.777462
7619,84.78,0.16,1.5,14.45,16.840975
7620,106.88,0.26,0.5,51.5,40.762764
7621,119.69,0.2,1.5,62.19,43.52212
7622,75.44,0.52,0.5,13.453,61.510517
7623,53.44,0.26,1.0,53.498999999999995,42.918327
7624,178.13,0.29,1.0,51.152,44.842327
7625,53.44,0.26,0.5,8.751,19.457748
7626,119.69,0.06,1.5,51.19,30.873346
7627,119.69,0.26,1.0,16.8,24.46867
7628,106.88,0.26,1.0,28.3,30.22931
7629,75.44,0.2,1.5,12.6,18.739765
7630,59.85,0.16,1.5,40.11,29.711107
7631,84.78,0.32,1.5,54.13,51.724007
7632,75.7,0.52,0.5,59.378,84.49211
7633,178.13,0.4,1.5,56.95,64.374245
7634,81.58,0.2,1.5,13.54,19.205526
7635,178.13,0.06,1.5,53.498999999999995,31.987282
7636,75.7,0.32,1.0,17.99,31.910471
7637,88.79,0.32,0.5,39.78,41.720577
7638,106.88,0.23,0.5,44.4,34.318058
7639,57.95,0.52,0.5,51.152,80.44148
7640,57.95,0.2,1.5,11.79,18.37268
7641,115.17,0.4,1.0,8.809,38.588844
7642,191.95,0.29,0.5,11.86,24.108232
7643,75.7,0.2,1.0,63.36,42.37388
7644,178.13,0.4,0.5,51.22,58.677902
7645,88.79,0.26,1.5,24.881999999999998,30.29622
7646,57.95,0.29,1.0,28.3,33.527573
7647,88.79,0.06,0.5,64.54,34.72033
7648,57.95,0.4,0.5,10.94,38.663704
7649,191.95,0.2,0.5,14.52,16.777065
7650,106.88,0.06,1.5,63.88,37.220303
7651,75.7,0.06,1.0,56.63,31.847105
7652,115.17,0.52,1.5,18.4,66.79209
7653,53.44,0.16,1.5,14.52,16.932816
7654,199.49,0.29,1.5,11.86,26.935503
7655,88.79,0.4,1.0,50.41,59.401176
7656,88.79,0.26,0.5,17.24,23.63947
7657,88.79,0.29,0.5,12.09,24.291687
7658,178.13,0.29,0.5,51.18,43.786686
7659,75.44,0.06,1.0,13.29,10.193441
7660,59.85,0.4,1.5,19.958,45.99998
7661,106.88,0.29,1.5,51.18,46.667458
7662,106.88,0.29,0.5,24.881999999999998,30.679039
7663,191.95,0.06,0.5,51.5,28.135876
7664,59.85,0.06,0.5,17.24,11.134018
7665,53.44,0.29,1.0,64.54,51.681168
7666,75.44,0.4,1.0,63.88,66.143196
7667,53.44,0.16,1.5,12.6,15.972204
7668,115.17,0.16,1.0,42.96,29.313253
7669,178.13,0.32,0.5,51.19,47.362354
7670,88.79,0.2,1.0,14.52,17.92501
7671,59.85,0.26,1.0,13.29,22.775286
7672,191.95,0.2,1.5,19.958,22.33384
7673,59.85,0.4,0.5,51.22,58.798794
7674,88.79,0.32,0.5,53.48,48.565643
7675,106.88,0.29,1.5,12.09,27.11239
7676,115.17,0.32,0.5,61.89,52.750168
7677,115.17,0.16,1.0,70.09,42.88066
7678,88.79,0.16,0.5,14.45,14.003998
7679,81.58,0.06,1.5,75.52,43.05064
7680,57.95,0.06,1.5,11.79,11.221762
7681,178.13,0.23,1.0,12.09,19.178558
7682,129.12,0.52,0.5,13.54,61.517372
7683,88.79,0.29,0.5,70.09,53.305077
7684,178.13,0.26,0.5,19.958,24.940365
7685,53.44,0.52,0.5,15.6,62.66489
7686,106.88,0.23,0.5,19.83,22.030453
7687,75.7,0.2,1.5,16.8,20.841383
7688,119.69,0.26,1.0,13.12,22.627941
7689,84.78,0.16,1.0,55.998999999999995,35.854645
7690,178.13,0.29,1.0,51.5,45.016403
7691,75.44,0.23,1.5,42.96,36.455082
7692,81.58,0.06,1.0,16.23,11.655592
7693,75.44,0.29,1.5,53.48,47.839012
7694,75.44,0.26,0.5,51.18,40.62336
7695,106.88,0.52,0.5,28.3,68.91704
7696,59.85,0.52,1.5,51.18,83.285934
7697,115.17,0.26,1.0,8.751,20.44554
7698,75.44,0.2,1.0,13.45,17.399618
7699,75.44,0.52,1.0,19.96,65.83589
7700,59.85,0.29,1.0,17.24,27.985216
7701,115.17,0.29,1.5,8.751,25.436266
7702,81.58,0.4,1.5,8.751,40.34421
7703,106.88,0.16,0.5,10.78,12.146456
7704,75.44,0.29,1.0,55.998999999999995,47.33493
7705,75.7,0.06,1.0,12.6,9.849131
7706,88.79,0.2,0.5,24.881999999999998,22.03975
7707,75.44,0.23,0.5,12.09,18.181824
7708,57.95,0.16,1.5,17.32,18.316225
7709,59.85,0.32,1.5,54.11,51.76892
7710,191.95,0.26,1.0,8.809,20.42415
7711,88.79,0.29,1.0,16.23,27.432707
7712,75.7,0.4,0.5,19.83,43.055138
7713,178.13,0.26,1.5,14.51,25.048834
7714,57.95,0.4,1.0,51.18,59.856228
7715,81.58,0.2,1.5,28.3,26.59191
7716,191.95,0.32,1.0,13.54,29.61015
7717,84.78,0.29,1.5,38.102,40.139866
7718,115.17,0.2,1.0,38.102,29.705599
7719,88.79,0.2,1.0,38.102,29.72543
7720,57.95,0.06,1.0,52.28,29.7139
7721,191.95,0.52,1.5,14.51,64.792984
7722,81.58,0.2,1.0,13.44,17.39
7723,191.95,0.06,1.5,54.13,32.292957
7724,129.12,0.06,0.5,12.6,8.746325
7725,106.88,0.52,1.5,13.12,64.15602
7726,57.95,0.26,1.0,54.13,43.216705
7727,84.78,0.16,0.5,51.19,32.380272
7728,199.49,0.4,1.5,13.23,42.504494
7729,178.13,0.32,1.0,51.19,48.430763
7730,84.78,0.23,1.5,12.6,21.264406
7731,115.17,0.4,1.0,53.498999999999995,60.927757
7732,191.95,0.16,1.5,56.63,37.86251
7733,75.44,0.06,0.5,13.44,9.201687
7734,75.44,0.4,1.0,12.09,40.255253
7735,75.7,0.4,1.0,13.44,40.929893
7736,115.17,0.32,0.5,39.78,41.70312
7737,115.17,0.4,1.5,54.26,63.07157
7738,199.49,0.52,0.5,14.52,61.9596
7739,75.7,0.52,1.0,8.809,60.256844
7740,75.7,0.4,1.0,38.102,53.25754
7741,88.79,0.06,0.5,77.2,41.042343
7742,59.85,0.4,1.5,14.52,43.280483
7743,59.85,0.32,1.5,16.8,33.118763
7744,119.69,0.32,1.5,13.12,31.20915
7745,115.17,0.4,1.0,54.26,61.308147
7746,84.78,0.26,1.0,13.29,22.735891
7747,106.88,0.16,1.5,40.11,29.658916
7748,106.88,0.29,0.5,54.13,45.309544
7749,84.78,0.52,1.5,17.32,66.27262
7750,115.17,0.26,0.5,62.19,46.10364
7751,57.95,0.2,0.5,52.28,35.803432
7752,106.88,0.2,0.5,14.34,16.750942
7753,115.17,0.26,1.5,19.96,27.81671
7754,84.78,0.32,1.0,13.29,29.55615
7755,53.44,0.26,1.0,16.23,24.271076
7756,119.69,0.52,0.5,39.78,74.651764
7757,53.44,0.32,0.5,54.11,48.95997
7758,81.58,0.29,0.5,13.44,24.971863
7759,115.17,0.23,0.5,56.63,40.427822
