Id,V,F,D,G,Ra
54812,178.13,0.32,1,62.83,54.2598206
54813,199.49,0.29,0.5,13.453,24.9089491
54814,191.95,0.16,1,52.28,33.92797873
54815,81.58,0.23,1,70.09,48.25426089
54816,81.58,0.2,1,62.19,41.77586089
54817,88.79,0.4,1.5,19.96,45.93431437
54818,81.58,0.2,0.5,17.99,18.60630033
54819,75.44,0.26,1,75.52,53.8604375
54820,75.44,0.52,1.5,17.32,66.27264474
54821,88.79,0.4,0.5,39.78,53.01134657
54822,88.79,0.4,1,52.28,60.33090712
54823,53.44,0.32,0.5,56.63,50.22124702
54824,199.49,0.16,1.5,53.5,36.2994169
54825,129.12,0.32,0.5,44.4,43.99656861
54826,88.79,0.26,1.5,53.48,44.58391437
54827,57.95,0.32,0.5,55.999,49.89118382
54828,115.17,0.29,1.5,40.11,41.10711724
54829,84.78,0.32,1,53.499,49.65613418
54830,59.85,0.32,0.5,57.4,50.58620565
54831,88.79,0.16,0.5,66.31,39.93394657
54832,106.88,0.4,0.5,38.102,52.15328414
54833,88.79,0.23,0.5,59.58,41.91974657
54834,81.58,0.4,1.5,51.5,61.71426813
54835,119.69,0.26,1.5,14.52,25.07483824
54836,53.44,0.2,1.5,13.453,19.23531482
54837,75.44,0.2,0.5,77.2,48.22127694
54838,178.13,0.4,1,52.28,60.2744206
54839,199.49,0.29,0.5,70.09,53.2274491
54840,129.12,0.23,1,14.34,20.33412916
54841,191.95,0.16,0.5,14.34,13.88841817
54842,129.12,0.29,0.5,14.51,25.46476861
54843,191.95,0.4,1.5,17.32,44.55378597
54844,191.95,0.29,0.5,55.72,46.04441817
54845,75.7,0.29,0.5,57.4,46.96442167
54846,119.69,0.32,1,51.22,48.482231
54847,199.49,0.23,1.5,19.958,24.8792169
54848,115.17,0.32,1,8.751,27.25101
54849,88.79,0.4,1.5,59.378,65.64331437
54850,53.44,0.2,0.5,13.45,16.40084702
54851,191.95,0.06,0.5,70.09,37.45141817
54852,178.13,0.52,1.5,15.6,65.33622785
54853,75.7,0.29,1,64.54,51.60398222
54854,129.12,0.4,1.5,44.4,58.11913641
54855,57.95,0.26,1.5,40.11,37.95885162
54856,178.13,0.4,1,42.96,55.6144206
54857,106.88,0.26,1,14.52,23.3214447
54858,75.7,0.4,0.5,10.94,38.61082167
54859,129.12,0.16,1.5,16.8,17.97673641
54860,53.44,0.16,0.5,19.958,16.83244702
54861,119.69,0.06,0.5,9.497,7.186370439
54862,191.95,0.32,0.5,10.78,27.16121817
54863,53.44,0.29,0.5,50.41,43.52444702
54864,53.44,0.2,1,8.809,15.14990758
54865,59.85,0.06,1.5,55.72,33.21437345
54866,59.85,0.4,1.5,28.3,50.15877345
54867,53.44,0.06,1,11.86,9.541007577
54868,119.69,0.52,1,10.78,61.190231
54869,84.78,0.16,1,11.79,13.74883418
54870,88.79,0.2,1.5,51.19,38.02931437
54871,119.69,0.23,1,11.86,19.100231
54872,191.95,0.52,1.5,53.44,84.25218597
54873,191.95,0.2,0.5,24.882,21.98181817
54874,75.7,0.52,1,59.58,85.63878222
54875,119.69,0.32,1,13.45,29.597231
54876,75.7,0.16,0.5,56.63,35.11342167
54877,75.7,0.32,0.5,51.18,47.44122167
54878,53.44,0.26,1.5,13.45,24.64341482
54879,84.78,0.52,1,40.11,75.88963418
54880,59.85,0.23,1.5,42.96,36.49717345
54881,84.78,0.29,0.5,51.152,43.82627362
54882,191.95,0.2,1,64.54,42.88037873
54883,115.17,0.23,1,53.48,39.91351
54884,199.49,0.2,0.5,14.34,16.7088491
54885,75.7,0.26,0.5,11.86,20.96042167
54886,84.78,0.06,0.5,17.99,11.46727362
54887,115.17,0.52,0.5,75.52,92.49394944
54888,178.13,0.2,1,16.8,19.0144206
54889,75.7,0.2,0.5,40.11,29.67582167
54890,59.85,0.29,1,16.23,27.48396621
54891,191.95,0.52,0.5,28.66,69.02921817
54892,199.49,0.52,1.5,13.29,64.1752169
54893,84.78,0.26,1.5,63.36,49.52924142
54894,115.17,0.29,0.5,11.86,24.14914944
54895,88.79,0.32,0.5,42.96,43.31174657
54896,53.44,0.29,0.5,13.12,24.87944702
54897,106.88,0.06,1,75.52,41.2774447
54898,75.44,0.23,1,12.09,19.2642375
54899,75.7,0.29,1.5,41.28,41.73738947
54900,106.88,0.06,0.5,75.52,40.20788414
54901,81.58,0.52,1,55.72,83.69926089
54902,53.44,0.06,1.5,55.72,33.23441482
54903,57.95,0.2,1,14.52,17.99084438
54904,84.78,0.2,1.5,44.4,34.63964142
54905,59.85,0.2,1.5,38.102,31.53977345
54906,199.49,0.2,1,13.453,17.33490965
54907,81.58,0.32,1,64.54,55.18126089
54908,53.44,0.32,1,14.52,30.23580758
54909,84.78,0.4,1.5,77.2,74.55964142
54910,191.95,0.52,1,17.99,64.76377873
54911,59.85,0.26,1,28.66,30.46496621
54912,84.78,0.29,1,13.45,26.04483418
54913,84.78,0.4,1,8.809,38.60073418
54914,115.17,0.06,1.5,55.999,33.27361724
54915,53.44,0.26,0.5,53.499,41.83494702
54916,81.58,0.52,1,54.11,82.89426089
54917,129.12,0.32,1,51.2,48.46612916
54918,81.58,0.29,0.5,19.83,28.16990033
54919,115.17,0.32,1,13.12,29.43551
54920,191.95,0.26,1,9.497,20.76847873
54921,88.79,0.29,0.5,18.4,27.44494657
54922,88.79,0.23,1,8.809,17.60380712
54923,88.79,0.4,0.5,28.66,47.45134657
54924,81.58,0.52,1.5,51.18,83.19266813
54925,75.7,0.52,1.5,28.66,71.94218947
54926,119.69,0.23,0.5,77.2,50.70067044
54927,88.79,0.23,1,17.99,22.19430712
54928,84.78,0.16,1,51.22,33.46383418
54929,57.95,0.2,1,66.31,43.88584438
54930,59.85,0.06,0.5,28.3,16.67140565
54931,178.13,0.52,0.5,50.41,79.90826005
54932,115.17,0.4,0.5,10.78,38.48554944
54933,178.13,0.23,1,57.4,41.8428206
54934,129.12,0.26,1,51.22,41.65532916
54935,191.95,0.52,0.5,14.34,61.86921817
54936,115.17,0.4,0.5,51.22,58.70554944
54937,115.17,0.32,1,59.58,52.66551
54938,119.69,0.52,1.5,53.5,84.31363824
54939,84.78,0.06,0.5,51.152,28.04827362
54940,199.49,0.52,0.5,17.32,63.3572491
54941,81.58,0.29,1,13.453,26.05096089
54942,84.78,0.2,1,51.18,36.26623418
54943,88.79,0.29,1,24.882,31.75550712
54944,59.85,0.4,1,51.5,59.99536621
54945,115.17,0.06,1,19.958,13.48971
54946,178.13,0.2,1,28.66,24.9444206
54947,53.44,0.32,0.5,44.4,44.10624702
54948,53.44,0.16,1,59.378,37.61200758
54949,199.49,0.16,1.5,59.378,39.2384169
54950,106.88,0.2,1,28.3,24.8018447
54951,59.85,0.2,1.5,51.5,38.23877345
54952,129.12,0.52,0.5,70.09,89.76956861
54953,191.95,0.26,0.5,40.11,35.00541817
54954,178.13,0.16,1.5,62.83,40.97042785
54955,84.78,0.2,1.5,77.2,51.03964142
54956,84.78,0.23,0.5,75.52,49.89507362
54957,129.12,0.52,1,13.44,62.51412916
54958,119.69,0.06,1,14.34,10.677431
54959,191.95,0.06,1.5,38.102,24.29038597
54960,75.44,0.32,1.5,42.96,46.16464474
54961,115.17,0.06,1.5,10.94,10.74411724
54962,191.95,0.29,1,51.22,44.86397873
54963,178.13,0.52,1.5,8.809,61.94072785
54964,178.13,0.4,1.5,10.78,41.28782785
54965,115.17,0.2,1.5,19.83,22.32351724
54966,129.12,0.4,1,40.11,54.21072916
54967,119.69,0.4,1,28.66,48.491831
54968,129.12,0.23,1,16.8,21.56412916
54969,88.79,0.23,0.5,70.09,47.17474657
54970,81.58,0.16,0.5,53.5,33.53890033
54971,88.79,0.2,1.5,11.79,18.32931437
54972,84.78,0.2,1.5,53.499,39.18914142
54973,88.79,0.23,1,9.497,17.94780712
54974,75.44,0.16,0.5,28.66,21.12887694
54975,178.13,0.23,0.5,50.41,37.27826005
54976,75.44,0.4,1.5,13.29,42.61924474
54977,88.79,0.2,1.5,19.83,22.34931437
54978,57.95,0.16,1.5,10.94,15.14185162
54979,106.88,0.29,1.5,28.66,35.38885194
54980,178.13,0.4,1,10.78,39.5244206
54981,119.69,0.4,0.5,56.63,61.40727044
54982,59.85,0.06,1,40.11,23.64596621
54983,84.78,0.23,1,51.22,38.81463418
54984,129.12,0.32,0.5,52.28,47.93656861
54985,59.85,0.32,1.5,14.51,31.97417345
54986,88.79,0.23,1,54.26,40.32930712
54987,106.88,0.2,0.5,13.45,16.30728414
54988,88.79,0.32,1.5,10.94,30.13471437
54989,59.85,0.06,1,16.23,11.70596621
54990,88.79,0.4,0.5,13.44,39.84134657
54991,129.12,0.4,0.5,64.54,65.35616861
54992,57.95,0.52,1.5,13.29,64.29765162
54993,57.95,0.23,0.5,9.497,16.93818382
54994,59.85,0.4,1.5,14.45,43.23377345
54995,119.69,0.06,1.5,14.45,12.49583824
54996,59.85,0.2,1,64.54,42.99536621
54997,129.12,0.23,0.5,40.11,32.14956861
54998,88.79,0.16,0.5,19.958,16.75794657
54999,129.12,0.16,1,17.24,16.43332916
55000,199.49,0.16,1.5,28.3,23.6994169
55001,199.49,0.29,1,41.28,39.89200965
55002,119.69,0.52,1,51.152,81.376231
55003,119.69,0.52,0.5,56.63,83.04567044
55004,81.58,0.52,0.5,41.28,75.40970033
55005,119.69,0.06,1.5,59.58,35.06083824
55006,88.79,0.06,1.5,55.72,33.15991437
55007,75.44,0.16,0.5,13.45,13.52387694
55008,115.17,0.26,0.5,38.102,34.03614944
55009,81.58,0.16,1,70.09,42.90346089
55010,88.79,0.52,1,11.79,61.72430712
55011,81.58,0.2,1,14.34,17.85086089
55012,199.49,0.2,1,51.22,36.21840965
55013,81.58,0.29,0.5,59.58,48.04490033
55014,75.7,0.06,1.5,11.79,11.21438947
55015,178.13,0.52,1,42.96,77.2528206
55016,106.88,0.29,1.5,11.86,26.98885194
55017,191.95,0.29,0.5,54.13,45.24941817
55018,53.44,0.52,1.5,55.72,85.52721482
55019,178.13,0.06,0.5,17.99,11.40546005
55020,84.78,0.2,1.5,62.83,43.85464142
55021,75.44,0.29,1,17.32,27.9944375
55022,191.95,0.2,0.5,77.2,48.14081817
55023,119.69,0.32,1,53.44,49.592231
55024,57.95,0.4,1,51.5,60.00084438
55025,53.44,0.2,0.5,13.23,16.29084702
55026,75.44,0.26,0.5,56.63,43.34587694
55027,81.58,0.29,1,15.6,27.12446089
55028,88.79,0.23,1,51.152,38.77530712
55029,119.69,0.32,0.5,62.19,52.89767044
55030,88.79,0.4,1.5,15.6,43.75431437
55031,57.95,0.52,0.5,77.2,93.41968382
55032,119.69,0.52,0.5,51.18,80.32067044
55033,59.85,0.32,1.5,51.2,50.31917345
55034,178.13,0.26,1.5,19.958,27.76642785
55035,75.44,0.29,1.5,13.45,27.82284474
55036,106.88,0.2,0.5,75.52,47.34228414
55037,84.78,0.2,1.5,54.11,39.49464142
55038,178.13,0.23,1.5,53.44,41.62622785
55039,115.17,0.06,1,62.83,34.92571
55040,84.78,0.4,0.5,19.96,43.10667362
55041,191.95,0.16,0.5,55.72,34.57841817
55042,191.95,0.2,1,19.83,20.52537873
55043,59.85,0.2,0.5,17.24,18.27580565
55044,57.95,0.26,1.5,55.999,45.90335162
55045,84.78,0.4,0.5,19.83,43.04167362
55046,57.95,0.16,0.5,19.96,16.81888382
55047,178.13,0.4,1,53.499,60.8839206
55048,191.95,0.2,0.5,51.22,35.15081817
55049,75.7,0.2,0.5,13.12,16.18082167
55050,119.69,0.52,0.5,55.72,82.59067044
55051,75.7,0.06,0.5,51.22,28.09642167
55052,178.13,0.29,1,13.23,25.8730206
55053,119.69,0.2,1,15.6,18.441831
55054,59.85,0.2,1,24.882,23.16636621
55055,59.85,0.23,1,57.4,41.95376621
55056,106.88,0.16,1,17.24,16.4494447
55057,75.7,0.4,1,28.3,48.36038222
55058,59.85,0.06,0.5,12.6,8.821405648
55059,75.7,0.52,0.5,28.3,68.92922167
55060,53.44,0.29,1.5,50.41,46.35741482
55061,75.7,0.4,0.5,61.89,64.08582167
55062,119.69,0.52,1.5,51.2,83.16363824
55063,178.13,0.06,0.5,52.28,28.55046005
55064,119.69,0.16,0.5,70.09,41.79487044
55065,57.95,0.4,1,11.86,40.18084438
55066,59.85,0.26,1,61.89,47.07996621
55067,53.44,0.52,1.5,66.31,90.82221482
55068,129.12,0.52,1,63.88,87.73412916
55069,106.88,0.4,1.5,10.94,41.40525194
55070,84.78,0.23,0.5,28.3,26.28507362
55071,53.44,0.2,0.5,17.99,18.67084702
55072,199.49,0.23,0.5,24.882,24.5082491
55073,75.44,0.06,0.5,53.44,29.20687694
55074,53.44,0.26,1,8.809,20.55950758
55075,88.79,0.06,1.5,11.79,11.19491437
55076,129.12,0.26,1.5,17.24,26.42873641
55077,199.49,0.26,0.5,9.497,19.6969491
55078,81.58,0.2,1,28.66,25.01086089
55079,88.79,0.4,0.5,59.58,62.91134657
55080,53.44,0.23,1.5,17.32,23.69721482
55081,129.12,0.29,0.5,62.68,49.54976861
55082,75.7,0.26,1.5,64.54,50.13338947
55083,75.7,0.16,0.5,63.36,38.47842167
55084,84.78,0.52,1,66.31,88.98963418
55085,88.79,0.4,1.5,57.4,64.65431437
55086,53.44,0.06,1,54.26,30.74100758
55087,106.88,0.32,1.5,13.23,31.26065194
55088,57.95,0.23,1,63.88,45.19924438
55089,129.12,0.23,0.5,12.09,18.13956861
55090,88.79,0.23,1.5,28.66,29.29271437
55091,75.7,0.06,1.5,14.45,12.54438947
55092,106.88,0.29,0.5,66.31,51.38088414
55093,119.69,0.29,1.5,50.41,46.25383824
55094,53.44,0.26,1,24.882,28.59600758
55095,84.78,0.06,1,51.22,29.15183418
55096,57.95,0.4,0.5,53.48,59.92128382
55097,199.49,0.29,1.5,56.95,49.4904169
55098,115.17,0.16,1.5,24.882,22.02711724
55099,115.17,0.29,0.5,56.63,46.53414944
55100,57.95,0.32,0.5,10.94,27.36168382
55101,53.44,0.26,1.5,19.83,27.83341482
55102,84.78,0.06,0.5,19.96,12.45227362
55103,191.95,0.4,1,77.2,72.73037873
55104,129.12,0.16,1.5,16.23,17.69173641
55105,84.78,0.26,0.5,13.44,21.73627362
55106,75.7,0.23,0.5,63.36,43.82922167
55107,178.13,0.32,1.5,9.497,29.35672785
55108,81.58,0.52,1.5,14.52,64.86266813
55109,53.44,0.23,0.5,53.499,38.95374702
55110,199.49,0.06,1.5,19.83,15.1524169
55111,59.85,0.26,1.5,51.18,43.48837345
55112,57.95,0.16,1,18.4,17.10844438
55113,178.13,0.06,0.5,63.88,34.35046005
55114,53.44,0.26,0.5,14.52,22.34544702
55115,75.44,0.16,0.5,62.83,38.21387694
55116,115.17,0.23,1,41.28,33.81351
55117,88.79,0.32,1,59.58,52.69130712
55118,191.95,0.4,0.5,17.32,41.72081817
55119,59.85,0.4,0.5,54.11,60.23080565
55120,81.58,0.32,0.5,13.45,28.56670033
55121,75.44,0.52,1,51.152,81.4252375
55122,106.88,0.06,0.5,54.26,29.57788414
55123,191.95,0.32,1,11.79,28.73577873
55124,178.13,0.26,0.5,12.6,21.25446005
55125,75.44,0.32,1.5,13.12,31.24464474
55126,178.13,0.4,0.5,12.09,39.10986005
55127,199.49,0.06,0.5,13.453,9.130949097
55128,81.58,0.29,1,13.45,26.04946089
55129,84.78,0.2,1,64.54,42.94623418
55130,59.85,0.16,0.5,18.4,16.03340565
55131,57.95,0.16,0.5,51.2,32.43888382
55132,84.78,0.32,1.5,8.751,29.04554142
55133,53.44,0.06,0.5,75.52,40.30144702
55134,119.69,0.16,1.5,53.5,36.33283824
55135,129.12,0.4,1,17.24,42.77572916
55136,178.13,0.26,0.5,16.23,23.06946005
55137,59.85,0.29,0.5,17.32,26.95940565
55138,59.85,0.23,1.5,41.28,35.65717345
55139,199.49,0.06,1,14.52,10.73400965
55140,119.69,0.06,0.5,19.958,12.41687044
55141,199.49,0.52,1,11.86,61.69680965
55142,199.49,0.16,0.5,8.751,11.0919491
55143,199.49,0.16,0.5,28.66,21.0464491
55144,81.58,0.26,1,51.5,41.84046089
55145,84.78,0.52,1,14.52,63.09463418
55146,53.44,0.4,1.5,8.809,40.43331482
55147,106.88,0.29,0.5,77.2,56.82588414
55148,75.44,0.06,1,53.499,30.3059375
55149,115.17,0.29,1,13.23,25.90371
55150,53.44,0.52,0.5,64.54,87.10424702
55151,75.44,0.06,0.5,53.48,29.22687694
55152,129.12,0.4,1,54.26,61.28572916
55153,191.95,0.32,0.5,16.8,30.17121817
55154,199.49,0.52,1.5,15.6,65.3302169
55155,53.44,0.2,1,38.102,29.79640758
55156,81.58,0.26,1.5,14.45,25.07886813
55157,106.88,0.4,0.5,17.24,41.72228414
55158,59.85,0.06,1.5,41.28,25.99437345
55159,191.95,0.32,1,9.497,27.58927873
55160,81.58,0.32,1.5,8.751,29.05016813
55161,75.44,0.2,1,61.89,41.6358375
55162,88.79,0.16,0.5,9.497,11.52744657
55163,119.69,0.32,0.5,53.44,48.52267044
55164,59.85,0.06,1,63.88,35.53096621
55165,199.49,0.06,1.5,53.5,31.9874169
55166,75.7,0.26,0.5,59.58,44.82042167
55167,84.78,0.52,1,62.19,86.92963418
55168,106.88,0.32,1,62.19,53.9772447
55169,129.12,0.32,1.5,57.4,53.32953641
55170,106.88,0.52,0.5,56.95,83.21568414
55171,75.7,0.2,1.5,56.63,40.76878947
55172,129.12,0.2,0.5,18.4,18.76616861
55173,59.85,0.06,1,14.45,10.81596621
55174,129.12,0.52,0.5,38.102,73.77556861
55175,88.79,0.52,0.5,54.26,81.88974657
55176,119.69,0.2,1.5,13.45,19.13023824
55177,59.85,0.16,1,63.36,39.58296621
55178,115.17,0.52,0.5,28.3,68.88394944
55179,106.88,0.29,1.5,38.102,40.10985194
55180,199.49,0.06,1,51.152,29.05000965
55181,106.88,0.4,1,13.453,40.8983447
55182,88.79,0.52,1,59.378,85.51830712
55183,191.95,0.06,1.5,59.58,35.02938597
55184,199.49,0.4,0.5,44.4,55.2588491
55185,59.85,0.2,1,41.28,31.36536621
55186,178.13,0.32,1.5,44.4,46.80822785
55187,199.49,0.32,0.5,55.72,49.6292491
55188,75.7,0.23,1,8.809,17.62328222
55189,199.49,0.16,0.5,50.41,31.9214491
55190,53.44,0.2,1.5,64.54,44.77881482
55191,57.95,0.2,0.5,16.8,18.06128382
55192,115.17,0.23,1,55.999,41.17301
55193,178.13,0.52,1,70.09,90.8178206
55194,129.12,0.32,1.5,17.24,33.24953641
55195,75.44,0.2,1,9.497,15.4393375
55196,75.44,0.23,1,18.4,22.4192375
55197,59.85,0.29,1.5,17.24,29.75237345
55198,75.44,0.06,1,12.09,9.601437502
55199,59.85,0.29,1,64.54,51.63896621
55200,81.58,0.16,1.5,51.152,35.19786813
55201,59.85,0.06,0.5,8.751,6.896905648
55202,119.69,0.23,1,13.45,19.895231
55203,191.95,0.2,0.5,19.83,19.45581817
55204,119.69,0.29,1.5,51.18,46.63883824
55205,106.88,0.52,1.5,19.958,67.55265194
55206,57.95,0.4,0.5,57.4,61.88128382
55207,84.78,0.23,1.5,56.95,43.44304142
55208,199.49,0.23,0.5,14.34,19.2372491
55209,57.95,0.4,0.5,28.3,47.33128382
55210,75.7,0.23,1,51.22,38.82878222
55211,115.17,0.32,1.5,13.29,31.28391724
55212,178.13,0.29,0.5,51.18,43.77846005
55213,199.49,0.23,1,38.102,32.18780965
55214,119.69,0.16,0.5,61.89,37.69487044
55215,129.12,0.29,1.5,53.499,47.79223641
55216,57.95,0.23,1,62.19,44.35424438
55217,191.95,0.26,1.5,62.83,49.19838597
55218,115.17,0.52,1.5,53.44,84.28691724
55219,115.17,0.06,1.5,17.99,14.26911724
55220,129.12,0.06,1,51.152,29.07732916
55221,81.58,0.52,0.5,52.28,80.90970033
55222,199.49,0.29,0.5,13.453,24.9089491
55223,75.44,0.32,1,10.78,28.3112375
55224,178.13,0.4,0.5,18.4,42.26486005
55225,199.49,0.4,0.5,54.11,60.1138491
55226,106.88,0.32,1.5,53.5,51.39565194
55227,59.85,0.52,1.5,50.41,82.85217345
55228,191.95,0.26,0.5,14.34,22.12041817
55229,81.58,0.32,0.5,19.96,31.82170033
55230,119.69,0.23,0.5,77.2,50.70067044
55231,106.88,0.52,0.5,51.152,80.31668414
55232,57.95,0.26,0.5,13.44,21.79088382
55233,119.69,0.32,1.5,12.6,30.93563824
55234,75.7,0.52,1.5,12.6,63.91218947
55235,75.7,0.16,0.5,59.378,36.48742167
55236,88.79,0.26,1.5,44.4,40.04391437
55237,75.44,0.23,0.5,17.24,20.76967694
55238,129.12,0.23,1,59.58,42.95412916
55239,81.58,0.06,1,14.52,10.80646089
55240,178.13,0.32,1.5,14.51,31.86322785
55241,178.13,0.26,1.5,54.11,44.84242785
55242,84.78,0.16,0.5,10.94,12.25427362
55243,88.79,0.23,1,14.34,20.36930712
55244,75.44,0.06,1,75.52,41.3164375
55245,81.58,0.52,0.5,16.8,63.16970033
55246,178.13,0.29,1,75.52,57.0180206
55247,88.79,0.4,1.5,51.22,61.56431437
55248,57.95,0.06,1,53.48,30.33644438
55249,178.13,0.23,1,12.6,19.4428206
55250,59.85,0.4,1,16.8,42.64536621
55251,115.17,0.2,1.5,13.45,19.13351724
55252,59.85,0.2,1,53.5,37.47536621
55253,119.69,0.2,0.5,50.41,34.77727044
55254,119.69,0.4,0.5,14.52,40.35227044
55255,106.88,0.26,1,64.54,48.3314447
55256,75.44,0.26,1,13.45,22.8254375
55257,178.13,0.32,1.5,14.51,31.86322785
55258,88.79,0.26,1.5,41.28,38.48391437
55259,81.58,0.23,0.5,54.26,39.26970033
55260,191.95,0.32,1,13.23,29.45577873
55261,199.49,0.52,0.5,10.78,60.0872491
55262,84.78,0.32,0.5,61.89,52.78207362
55263,115.17,0.26,1,55.999,44.05421
55264,191.95,0.29,0.5,8.751,22.55991817
55265,115.17,0.29,0.5,16.23,26.33414944
55266,115.17,0.06,1.5,11.79,11.16911724
55267,191.95,0.23,1.5,62.68,46.24218597
55268,84.78,0.23,0.5,11.79,18.03007362
55269,57.95,0.2,1,55.72,38.59084438
55270,81.58,0.52,1,70.09,90.88426089
55271,75.7,0.16,1.5,53.44,36.35138947
55272,199.49,0.29,1.5,38.102,40.0664169
55273,106.88,0.26,1.5,70.09,52.86985194
55274,119.69,0.52,0.5,12.6,61.03067044
55275,75.44,0.2,1,44.4,32.8908375
55276,88.79,0.4,1.5,62.19,67.04931437
55277,115.17,0.52,1.5,53.48,84.30691724
55278,115.17,0.29,0.5,51.22,43.82914944
55279,199.49,0.26,0.5,62.68,46.2884491
55280,75.7,0.32,1,53.44,49.64078222
55281,81.58,0.06,1,13.45,10.27146089
55282,88.79,0.06,1,62.68,34.87650712
55283,178.13,0.52,0.5,17.24,63.32326005
55284,75.44,0.4,1,54.26,61.3408375
55285,81.58,0.23,0.5,13.29,18.78470033
55286,75.7,0.52,0.5,13.44,61.49922167
55287,75.44,0.4,0.5,56.95,61.61627694
55288,75.7,0.2,1,51.18,36.28038222
55289,88.79,0.16,1,14.51,15.10350712
55290,115.17,0.16,1.5,53.499,36.33561724
55291,59.85,0.32,1.5,39.78,44.60917345
55292,75.7,0.32,0.5,56.63,50.16622167
55293,75.44,0.23,1,41.28,33.8592375
55294,191.95,0.16,1,16.8,16.18797873
55295,84.78,0.4,0.5,13.54,39.89667362
55296,57.95,0.4,1,14.51,41.50584438
55297,53.44,0.4,0.5,8.751,37.57134702
55298,178.13,0.32,1.5,19.83,34.52322785
55299,191.95,0.52,0.5,14.34,61.86921817
55300,84.78,0.16,1,17.32,16.51383418
55301,75.44,0.4,0.5,19.958,43.12027694
55302,119.69,0.32,1,17.24,31.492231
55303,57.95,0.29,0.5,28.66,32.63488382
55304,119.69,0.26,0.5,12.09,21.02687044
55305,84.78,0.23,0.5,53.5,38.88507362
55306,88.79,0.2,0.5,13.453,16.32784657
55307,59.85,0.23,1,14.45,20.47876621
55308,191.95,0.2,1.5,55.72,40.23378597
55309,57.95,0.29,0.5,13.29,24.94988382
55310,129.12,0.26,1.5,50.41,43.01373641
55311,119.69,0.2,1,13.12,17.201831
55312,191.95,0.26,1,61.89,46.96497873
55313,59.85,0.29,0.5,13.23,24.91440565
55314,115.17,0.16,0.5,17.99,15.74814944
55315,129.12,0.32,0.5,51.5,47.54656861
55316,57.95,0.23,0.5,64.54,44.45968382
55317,88.79,0.32,0.5,40.11,41.88674657
55318,88.79,0.26,1,13.29,22.72550712
55319,59.85,0.32,0.5,56.95,50.36120565
55320,84.78,0.06,0.5,24.882,14.91327362
55321,81.58,0.26,1,18.4,25.29046089
55322,59.85,0.23,1,53.5,40.00376621
55323,59.85,0.06,1.5,10.78,10.74437345
55324,75.7,0.16,0.5,12.09,12.84342167
55325,178.13,0.32,1.5,51.22,50.21822785
55326,75.44,0.16,1,40.11,27.9234375
55327,191.95,0.2,1.5,16.23,20.48878597
55328,59.85,0.32,1.5,54.26,51.84917345
55329,191.95,0.16,1.5,59.378,39.24038597
55330,57.95,0.29,1,44.4,41.57444438
55331,59.85,0.16,1,13.29,14.54796621
55332,88.79,0.06,1.5,11.86,11.22991437
55333,75.44,0.4,0.5,18.4,42.34127694
55334,59.85,0.16,1,54.11,34.95796621
55335,59.85,0.4,0.5,14.51,40.43080565
55336,129.12,0.23,1.5,63.88,46.86753641
55337,106.88,0.32,0.5,19.958,31.79168414
55338,81.58,0.26,1.5,16.8,26.25386813
55339,199.49,0.16,1,14.45,15.01100965
55340,129.12,0.4,1.5,61.89,66.86413641
55341,106.88,0.2,1.5,54.11,39.47025194
55342,75.44,0.2,1,13.23,17.3058375
55343,88.79,0.29,0.5,42.96,39.72494657
55344,199.49,0.4,0.5,62.68,64.3988491
55345,106.88,0.16,0.5,55.999,34.75938414
55346,81.58,0.2,1,62.83,42.09586089
55347,81.58,0.32,1.5,42.96,46.15466813
55348,191.95,0.2,1,51.5,36.36037873
55349,59.85,0.32,1.5,41.28,45.35917345
55350,75.7,0.52,1,55.72,83.70878222
55351,191.95,0.29,0.5,53.48,44.92441817
55352,59.85,0.16,1.5,62.19,40.76137345
55353,119.69,0.23,1,44.4,35.370231
55354,57.95,0.32,0.5,13.29,28.53668382
55355,53.44,0.06,1.5,28.66,19.70441482
55356,81.58,0.2,1,66.31,43.83586089
55357,53.44,0.26,1,40.11,36.21000758
55358,59.85,0.23,1.5,53.44,41.73717345
55359,191.95,0.16,1,61.89,38.73297873
55360,57.95,0.32,1.5,19.96,34.70465162
55361,129.12,0.26,0.5,59.378,44.66476861
55362,75.44,0.4,1.5,14.45,43.19924474
55363,129.12,0.2,1.5,63.88,44.33913641
55364,199.49,0.32,1,62.19,53.93380965
55365,191.95,0.52,1,61.89,86.71377873
55366,106.88,0.2,0.5,13.29,16.22728414
55367,106.88,0.26,1.5,18.4,27.02485194
55368,178.13,0.4,1.5,51.2,61.49782785
55369,75.44,0.52,1,62.83,87.2642375
55370,191.95,0.29,0.5,9.497,22.93291817
55371,106.88,0.06,1.5,54.13,32.34585194
55372,129.12,0.52,1.5,51.18,83.14753641
55373,75.7,0.26,1,70.09,51.14498222
55374,119.69,0.52,0.5,57.4,83.43067044
55375,84.78,0.4,1,19.958,44.17523418
55376,178.13,0.32,1.5,16.23,32.72322785
55377,53.44,0.26,1.5,40.11,37.97341482
55378,178.13,0.16,1.5,62.68,40.89542785
55379,53.44,0.23,0.5,13.44,18.92424702
55380,178.13,0.2,0.5,38.102,28.59586005
55381,53.44,0.52,0.5,28.3,68.98424702
55382,191.95,0.06,1,19.958,13.45497873
55383,57.95,0.16,1,28.66,22.23844438
55384,178.13,0.23,1.5,51.22,40.51622785
55385,53.44,0.2,0.5,14.51,16.93084702
55386,191.95,0.52,1,70.09,90.81377873
55387,75.44,0.29,0.5,54.11,45.31987694
